id,term,int_rate,installment,grade,dti,earliest_cr_line,open_acc,revol_bal,revol_util
0b60c9a9-f675-46f1-a008-0707aaa5dce3,60 months,15.59,361.52,C,12.62,12,7,8645.0,63.1
da53b9c0-4cdb-464c-b661-22a4de2e09e5,36 months,9.44,320.05,B,14.89,14,17,6653.0,14.4
ba6d49a3-8377-45ee-8fbd-93c5eb98a97c,60 months,10.99,760.82,B,6.03,35,13,4782.0,6.0
3e9e800c-4a49-4b5b-85db-a324b147bb42,36 months,15.59,207.11,C,6.89,15,8,1651.0,50.0
eebc2513-a1c2-41ff-925a-bf840222c93d,60 months,11.44,439.25,B,28.96,14,13,13752.0,54.4
2c23a37c-6ef9-45c0-b877-d91c6fb74143,36 months,9.75,964.5,B,7.24,14,14,36057.0,80.1
ece69093-5ff8-4ef2-8070-3d481999b8d3,36 months,18.92,351.51,D,31.56,10,11,8975.0,53.7
690e234c-7372-40b6-b6d1-d64c4351bab2,36 months,6.03,243.49,A,8.48,19,11,6473.0,14.0
b64639bf-2517-48a2-8a0c-7715a3a5f245,36 months,13.49,1221.5,C,18.84,27,12,46598.0,68.0
23f3e1e1-502d-4df2-8d01-e426daca7e57,36 months,7.49,155.51,A,26.09,13,10,5401.0,20.8
b5847c70-260b-47b4-b26f-0b144ae1d04d,36 months,9.17,127.52,B,15.84,15,16,4662.0,30.0
ed9f9632-6e13-453c-bf8a-07c08a50b776,60 months,14.08,815.85,C,0.58,15,4,1160.0,5.2
2da024bf-9fbf-432a-bbe2-c676f00548e1,36 months,13.49,203.59,C,13.54,14,13,8852.0,41.6
a08ad5ea-97d4-4b78-a153-31b01966a671,60 months,20.0,662.35,D,18.01,22,24,15801.0,23.6
de028e14-3bed-4e81-8ee2-7ba91f1dce48,36 months,14.33,659.3,C,16.18,26,13,12940.0,56.5
7b1db84d-43ec-4bcb-b102-7fbb97dbdac8,60 months,21.18,357.77,E,22.98,35,13,11066.0,44.3
c588708e-c5e2-46b7-aec8-dad04fe1e2d7,36 months,11.53,39.59,B,27.93,20,18,10110.0,34.9
e6d74f1a-be13-4ec6-a387-3104981597aa,36 months,18.99,109.96,D,26.0,15,13,9690.0,74.0
9d3baf68-796b-42a6-a6c3-cc72b4d0c2b9,36 months,17.86,387.89,D,18.92,13,10,15202.0,80.9
e22b9f5d-8fee-4403-a5e3-4956abf0a78f,36 months,17.99,563.9,D,28.62,13,11,6525.0,69.4
b051f2eb-dacd-4f99-a7ca-a5d4b1b63e02,36 months,7.91,375.54,A,29.85,15,27,23.0,0.3
cc81c9ba-78ab-482d-876a-de34a1491753,36 months,10.42,486.98,B,21.5,26,21,21244.0,62.0
c3da95f8-1021-4102-a91d-9e0aa1859b0b,60 months,9.93,458.2,B,17.03,12,24,2364.0,9.1
abe1e2a6-e38d-409b-8128-105b86f59acd,36 months,7.97,244.32,A,18.91,13,24,10021.0,39.1
e99c668a-5bb9-4de4-8541-bb82422eb1e7,36 months,11.49,395.66,B,16.94,25,20,6289.0,17.0
b2b7e38c-24a1-444a-b158-11c1d5357ac8,36 months,9.99,1129.19,B,24.31,31,19,43577.0,50.6
0ab14747-8dbc-49b3-9aaf-10d190eeb576,60 months,14.33,421.92,C,21.47,21,12,20941.0,65.2
46f83f56-65bd-47d5-989b-dcb2d95357e0,36 months,9.17,318.79,B,22.88,23,12,17026.0,44.1
f97191c9-47da-44cf-a5bd-1ade876d3fd9,36 months,11.47,762.25,B,16.76,23,11,13763.0,32.5
ac6c4847-fb06-4cee-b5cb-5e214378ec53,36 months,6.89,770.68,A,16.57,27,20,38956.0,63.1
b7753203-8e33-46b0-a55a-10cad061d173,36 months,5.93,575.9,A,23.68,20,24,26099.0,28.0
011a0b04-8ffe-4562-a867-cc5651a72bdd,36 months,7.69,233.96,A,12.81,19,7,889.0,4.9
da93bbc6-9827-4d2d-8404-d1ffdfce1e0c,36 months,11.67,694.2,B,14.0,11,8,14905.0,63.2
d59c1a8e-44f8-4432-a836-fd3bfb14010f,36 months,11.44,494.22,B,20.4,22,11,18891.0,53.4
078ccdc4-f583-4808-9335-e3c419a4461e,36 months,8.39,126.07,B,18.37,38,13,13512.0,65.0
ac834170-e52d-4c54-a11c-b7f836eb94af,36 months,7.97,187.94,A,26.86,21,13,5439.0,34.0
796372f7-8419-446f-a64d-02138e35252a,36 months,11.47,527.39,B,34.5,23,20,26214.0,60.5
eb7fa23c-684f-4230-827a-f62edaf51d11,60 months,15.61,289.34,C,22.92,23,11,31428.0,77.4
b62875ad-63c5-406a-8058-e1f6b8039a67,36 months,5.32,150.58,A,13.38,19,14,8000.0,26.6
fa4fd098-d555-4b93-b9ae-34ef97a3eca7,60 months,21.85,482.53,D,23.09,14,14,13891.0,95.1
95d3cfb4-1344-41f9-9898-04a52f2f084d,36 months,7.89,284.7,A,18.07,19,17,38431.0,84.3
032b08e4-ad90-406b-972a-948ff851648d,36 months,11.53,214.44,B,25.81,20,9,3056.0,52.0
cf5e7394-49c8-4f3c-bb10-53f7aa3bb56c,60 months,13.99,418.74,C,15.41,16,9,6299.0,33.5
45924db1-3c5c-419f-879a-ef40c90d0604,60 months,20.2,705.05,D,23.28,29,10,22897.0,82.7
9b7d3632-a352-45cd-a1dc-c54511247c86,36 months,16.02,880.06,C,22.39,22,5,14896.0,74.5
4860c947-fda4-4570-9a4d-e5af2ff20a00,60 months,21.45,602.81,D,15.92,15,12,18170.0,42.0
b9204685-b335-4446-bf3d-e18aa3611890,36 months,8.9,578.71,A,29.3,19,14,8921.0,52.2
73c1da4b-a4ca-47f5-8b8e-d48fc3c1ee88,36 months,12.29,266.83,C,21.56,17,12,10329.0,51.1
40379b69-8ab7-426a-afdf-8e3706162d83,60 months,11.99,667.19,C,29.1,15,25,6533.0,20.0
46c4c513-9182-41ec-bac3-4dd14463e785,60 months,19.03,389.36,D,23.24,19,7,10472.0,63.5
fc9938d5-2b90-4a7a-ad7c-10bba72f7cb5,36 months,14.99,693.21,C,10.95,14,12,20037.0,94.1
061eef03-2e9c-4210-8e80-b3954be5ed65,36 months,12.69,436.09,C,36.49,18,10,17014.0,55.1
fff6fd04-3718-4c4c-ac28-dcdd74fb4085,36 months,14.49,165.2,C,34.68,15,12,13346.0,42.0
294942b0-c999-4ef6-b950-edfb94b741d1,36 months,14.46,516.03,C,16.33,30,10,78409.0,83.1
e24394b3-c176-43c2-9158-6256c6e6bfc5,36 months,15.31,423.04,C,12.14,15,11,10214.0,75.0
968dbdd1-1102-49ca-8416-44ed2a147907,60 months,25.83,446.86,F-G,19.84,18,10,7969.0,75.9
07605b40-fd86-4731-b4e5-1cc8a232896d,60 months,10.47,322.19,B,15.02,16,7,24992.0,55.8
6355964f-ef1e-49da-8772-5839c45b1478,36 months,16.02,474.76,C,28.64,18,8,34331.0,83.7
a7bba285-c762-4f79-9b3f-3a15beeae7ac,36 months,9.99,258.1,B,14.81,14,9,7447.0,56.0
8d1fe51d-4e30-491c-885d-9f554581aad8,36 months,9.76,385.86,B,18.7,17,18,11765.0,42.8
bc653e96-d0c6-4f81-82c0-b85678ab2707,36 months,5.32,361.38,A,8.52,22,17,12049.0,11.3
8367af27-2503-41f4-b112-ae1db2678f7d,36 months,17.57,342.31,D,18.12,23,14,19512.0,81.0
dad6979f-5715-46c4-b17c-282cf81d6a5e,36 months,8.18,471.3,B,2.7,16,9,3279.0,16.0
236693eb-ed54-4ccb-b6ff-dee688261c75,36 months,9.75,128.6,B,3.17,16,7,6321.0,35.3
9a1d0876-d298-4c78-b64b-dccb4fe8962c,36 months,9.17,726.84,B,9.05,21,11,3134.0,19.7
7aeac12f-e2ae-4bf9-96bf-c0a317776198,36 months,19.99,1300.55,D,12.91,20,23,7635.0,21.6
9b91397a-8681-4bbc-a970-cae0d244ea04,36 months,14.47,286.44,C,13.63,13,18,7634.0,57.0
e143a74f-ed83-4f33-adf8-50a5c4322d37,36 months,12.99,505.34,C,17.21,17,3,6608.0,100.1
1a6259b0-2860-46e1-94ff-f9e85354750c,60 months,17.99,406.21,D,23.81,29,12,15963.0,30.4
ab18899c-d1ec-40c1-a59f-6d3f7faa5d85,36 months,11.99,318.82,B,29.21,35,18,31117.0,52.5
66a8ec46-e8a5-432c-a1f3-6e8b5555cbde,36 months,6.99,648.33,A,28.85,32,27,74221.0,45.0
a39d55e1-8a92-4f10-8372-855ea0be7573,60 months,20.5,339.35,E,7.84,10,8,6198.0,44.3
8fc56456-1416-4480-80f5-e7f22d1f65cf,36 months,11.99,327.95,B,18.36,27,12,7181.0,44.9
932c6db7-8d6d-4a02-beaf-d038ff2fc0c9,36 months,6.89,462.41,A,14.81,35,11,214960.0,66.9
d8dfbbb9-cc8e-42f6-a9d5-3c6dd6aef0ba,36 months,7.99,939.96,A,10.46,25,11,35082.0,13.9
6ba68342-3bc9-4a87-8ce7-0c7a20113743,60 months,14.65,472.14,C,5.52,17,7,1444.0,16.8
0d46f2fc-fd69-4aa8-ab87-e8ca74c17460,36 months,8.39,567.3,B,21.89,28,14,9938.0,36.3
8a8bedb7-78a4-4229-b345-fef4f3bce4b2,36 months,6.03,228.27,A,4.14,22,11,29.0,0.1
a9de359a-8f5c-4448-baec-ecb63ce13d3f,36 months,8.18,31.42,B,23.04,16,14,6699.0,51.5
c72e4bbe-e7d4-4c4f-b0d2-7cba3354a455,36 months,18.99,145.69,D,1.64,17,3,524.0,17.5
fc873825-8653-4252-bac3-bdf8ea1c2e2e,36 months,7.89,832.2,A,6.4,19,7,15200.0,48.1
445b8fa4-8464-42a9-9d17-3c8d3f57bbab,36 months,9.43,806.41,B,25.57,16,17,7616.0,16.3
e36b34c9-d973-4ca0-bde6-6de8bb69b32c,36 months,10.99,392.81,B,17.96,22,12,18939.0,45.6
64177ddf-6fb9-4f2e-9308-4c34697a77e2,36 months,15.31,329.03,C,8.2,33,11,5513.0,29.4
31f8772d-27b7-45e9-84e6-5189f5f97354,36 months,9.17,382.55,B,17.11,18,8,25454.0,53.0
a2fe11cd-d9c1-4e8c-8085-22d911660d31,36 months,9.16,121.13,B,13.41,24,7,4573.0,54.4
62a200fb-cca2-45e0-af2b-542a4ca04ca5,36 months,19.99,522.08,D,49.16,17,21,19340.0,36.3
a8ac92b1-bb33-4706-9cc8-a63dd59aefd3,36 months,18.25,116.09,D,33.62,20,30,52463.0,58.3
1d06ce85-ffff-4ed8-92db-d9c41be8d8fd,36 months,12.12,475.79,B,28.3,14,15,19435.0,67.7
d377e0e7-f06b-459e-87a7-f5d8947231f2,60 months,13.33,531.8,C,23.51,14,6,11736.0,90.3
a74f4f3b-43c3-48ac-ad7a-663d0b2396b7,36 months,12.79,335.93,C,30.62,17,20,3668.0,33.0
f9b736d0-2c91-4afa-a1ce-45e37226fc7a,60 months,12.69,282.44,C,11.32,22,14,12688.0,50.2
89cf0cf6-7fb4-4b67-a146-e063bd909ee1,60 months,15.04,500.03,C,2.23,18,4,937.0,26.0
6da064db-5585-41cd-92be-f6d6e04b7191,36 months,12.49,367.11,B,30.69,23,9,11463.0,49.0
4f80cb51-2163-400d-8300-b0c369d06a3e,36 months,14.99,554.57,C,32.16,30,15,21665.0,42.2
093db534-d96b-4c00-9141-23909577760f,36 months,13.67,204.11,C,6.92,14,6,2881.0,33.5
0389c7a1-5de0-42c1-a433-67e624460bf3,36 months,14.99,173.31,C,18.93,24,8,14341.0,38.3
320258bf-be89-40e3-917c-84f6f098a202,36 months,13.67,51.03,C,25.46,19,9,30322.0,72.2
df04d8d6-d8e7-4cd2-b7c3-9301e7a47765,36 months,9.16,159.38,B,21.39,11,8,3789.0,18.2
638db162-e434-4dc9-871d-ee1541223b07,36 months,9.99,157.28,B,24.92,34,8,21759.0,79.4
16beb44f-da10-47a0-9c32-db69220087b6,36 months,9.75,231.48,B,2.75,10,12,2726.0,7.4
ce564984-9ceb-4765-a448-3e8f34ae7a74,36 months,14.46,739.64,C,12.01,23,21,21999.0,69.4
1fd884fb-41b7-440e-a8e9-a5049a9d115d,36 months,9.99,645.25,B,21.9,12,21,21767.0,57.1
7b05b3b0-c3b9-45da-ab67-9c46a5f8f56a,36 months,13.49,203.59,C,14.64,16,9,16164.0,86.4
78e47732-4753-4fc7-a30e-2ade41e5d0a1,36 months,18.25,217.67,D,36.13,26,6,7176.0,65.2
082ad2ee-0b51-4164-acae-f59d25d4eb4b,36 months,15.99,105.46,C,23.03,29,7,12016.0,82.9
19393a22-3f90-4362-8c9a-82a28c516924,36 months,13.53,322.53,B,22.11,23,13,10012.0,59.6
0a0fbf61-1de2-464d-bb5f-8fb2db70f5ce,36 months,7.39,310.56,A,6.66,9,3,194.0,24.2
84c347d8-94d1-4a89-b694-5367e9590fee,36 months,9.67,385.35,B,27.27,38,16,22462.0,35.4
4d1fabb0-ac3a-43ff-9fba-cf4dca8222e1,36 months,11.99,332.1,C,14.61,20,7,3769.0,73.9
3641dbb2-76bf-4c88-90e9-b0ac521e7d62,36 months,11.99,1162.34,C,22.6,42,12,30866.0,59.4
18a5b746-d9b3-4793-8007-b0bb05754dfe,36 months,18.54,54.64,E,29.83,16,19,59328.0,83.8
0d9eb273-02a5-408f-a268-18a2ba071e04,60 months,13.67,230.98,C,24.96,9,7,6826.0,68.3
50f31d15-7ddb-4117-aa36-b324e8a7da25,36 months,9.8,193.05,B,3.44,18,7,8483.0,39.6
e4000d9a-2ab7-48b9-9c19-fbac7d7fc6f3,60 months,16.02,255.46,C,25.6,13,9,11223.0,57.3
fc89d90e-0e87-4256-9d46-f80e236f2cde,36 months,14.46,516.03,C,10.79,20,7,2492.0,38.3
cf3fa965-1f4f-4377-bd83-f3fa20ac0e3b,60 months,21.49,568.46,D,13.04,15,12,13478.0,49.4
1fc3a713-b693-4c5b-a3fc-4cfbc4ab8dca,36 months,12.05,265.91,C,25.02,19,14,36635.0,87.2
996bae05-3ae1-4576-b35d-5f9b89e5a4ae,36 months,10.42,389.58,B,21.96,15,11,5352.0,27.9
efc73a43-185e-44b6-9648-ad9de8cbdcb3,36 months,12.49,100.35,B,26.94,15,16,4922.0,32.0
08f01103-6f8e-47c4-9c90-fd52d0707d7c,36 months,8.39,694.16,A,23.64,17,9,31126.0,71.9
da87bc2f-8d16-4a5d-a18d-f75755ecc9b6,36 months,15.61,339.16,D,19.91,12,10,15936.0,62.5
c46bfe8e-607a-41e1-93ab-25664a01cdaf,36 months,12.29,1167.36,C,8.62,15,7,34993.0,79.7
87543ba7-0358-4fd7-bd5c-9300bdc7b61d,36 months,21.49,583.13,D,30.36,14,11,6481.0,33.4
0c65bd53-1f92-4365-bee6-260aa82ea5c8,36 months,21.18,709.09,E,37.4,18,15,7744.0,14.2
c09631fe-a736-4e8a-8162-36fd179fd0d6,60 months,16.99,372.71,D,16.02,27,7,4883.0,47.4
6b79415a-327e-4153-a7d8-eb7b2ea8cab0,36 months,10.15,485.07,B,18.33,11,8,14793.0,74.3
75ea0d2e-d04e-4dff-80ea-ca601246d0ba,36 months,18.25,598.59,D,17.12,24,5,4300.0,70.5
6de05ecb-e669-46b8-9cd1-e6aa3784a1c6,36 months,7.49,1088.56,A,6.43,24,4,4450.0,13.9
2b61a7b6-0556-43e3-af7c-4386e9263e24,60 months,13.66,583.09,C,26.38,31,15,30938.0,40.2
be51f0dc-da3e-43cc-94ca-2739855c7da5,60 months,16.99,745.42,D,25.07,16,11,39798.0,72.4
546ce53b-d909-4c08-a6c8-8d6441ea3c64,36 months,13.99,341.73,C,12.8,14,8,5102.0,65.4
bb61387e-4e5e-457d-b1ba-cbe6d69cf7f7,60 months,22.99,323.42,F-G,12.82,14,7,2470.0,23.7
3227c449-f8f7-4693-81f0-7d18eca32fdd,36 months,7.89,156.43,A,17.48,16,10,4983.0,38.3
798421ae-3c17-45ac-a23e-bb21de74ae3f,36 months,10.75,274.02,B,11.76,15,12,19028.0,63.2
a1b21431-f0cc-4033-821f-480148053ec4,60 months,12.29,783.7,C,19.1,28,11,44527.0,48.5
618b8e23-e493-40cc-b171-a46fd11684e6,36 months,7.26,520.74,A,36.81,21,15,12392.0,27.4
0c083e18-c6d5-410d-af83-e4aa1ccd5bf7,60 months,18.99,518.71,D,25.34,19,11,15636.0,67.1
5fe35bbb-979e-4f36-85d4-72be9a0168ec,36 months,10.47,1137.1,B,10.64,4,10,5800.0,12.1
660a8791-5a64-4f94-aec9-8f0615950ae9,36 months,20.99,354.1,E,0.86,15,4,196.0,2.8
dafb0eba-372d-47b4-97fa-cf44ac66eeb1,36 months,10.75,123.15,B,23.81,15,22,14894.0,63.1
60e31b16-0d83-41a4-88ef-18f2b9141dcf,36 months,14.65,517.42,C,9.51,19,11,3157.0,43.0
fe51eab1-f8d8-488f-b0fe-3578c3c26915,36 months,7.39,496.9,A,15.14,13,8,12618.0,42.9
493ae116-3c40-4d53-9d7a-eea9480fb52e,60 months,14.65,472.14,C,14.87,21,9,6360.0,54.8
06b15ec3-d9a4-4bc0-be42-fcd7a679a3f9,36 months,8.9,206.4,A,17.53,22,6,8723.0,87.2
4ea01c9c-4725-4caa-9819-a8de28212f47,36 months,7.89,100.12,A,13.67,17,9,209.0,2.5
5bef2415-b534-4bfb-bc89-c7a01b6289bd,60 months,13.33,573.06,C,29.84,17,12,23728.0,75.8
667e850d-dc85-48f0-902d-bbbbdbe4f2c6,36 months,17.27,265.73,C,12.4,17,12,6508.0,71.5
57c73aac-242a-4afc-91fe-97e8f534f279,60 months,18.25,893.54,E,16.09,29,9,58259.0,94.3
458b7d0b-870d-4b04-a83b-870133ad80bb,36 months,6.89,92.49,A,18.27,23,12,77287.0,8.8
b5cc8d4d-3d5f-4d79-a4be-27847a291152,36 months,13.67,40.83,C,19.84,18,17,10558.0,60.7
fe00b101-0ab0-4278-9c2c-e5a98e759ebc,36 months,18.99,219.91,D,18.53,22,11,4560.0,41.1
56b619bc-b009-41ae-9eb8-d9c01de0b1ea,36 months,9.99,480.72,B,12.26,28,12,8138.0,23.0
b621158c-621f-47a8-8bf8-b68593c1a2c3,60 months,20.99,585.59,E,39.32,20,16,26449.0,60.7
04a89489-1ede-4a7a-b077-ffc04aef044b,36 months,13.98,461.27,C,10.8,19,9,6842.0,52.0
2c986985-3fcb-41e4-af80-9152bdfd1399,36 months,20.0,185.82,D,21.53,13,9,779.0,26.0
bde51f56-ab9f-43bc-abeb-b4aee5e99dba,60 months,27.27,552.55,E,13.24,15,28,6976.0,21.4
697582eb-7408-4c2a-bd2e-b34653873814,60 months,17.57,251.61,D,15.41,33,13,36598.0,77.4
e304c04e-4956-40b5-99de-76df11aa0579,36 months,7.07,463.64,A,10.81,28,8,2389.0,8.4
d34a7266-5e3b-409d-a142-90940510dcca,36 months,14.98,272.92,C,33.45,18,8,7919.0,73.3
a2548c75-1a13-43a2-ad62-7cad889ed9aa,36 months,6.68,860.47,A,5.62,21,13,0.0,0.0
9694ba8f-b19a-453c-90c1-a74b798ac372,60 months,19.72,740.11,D,28.22,19,15,35613.0,83.5
fd6c07f8-3f77-4ead-97da-992bb86e5a6f,36 months,12.39,835.03,C,32.1,33,14,181183.0,82.1
e62af907-366e-4262-9499-dd5b56e581b2,60 months,18.49,538.88,E,11.5,21,10,16591.0,69.7
76209bfe-87e2-4c62-a5be-5c374edf26e3,36 months,13.67,544.29,C,37.69,47,11,16752.0,58.0
7c1423dd-d4de-4e75-bab1-0e934a2a847f,60 months,19.99,343.03,E,23.33,12,9,7026.0,42.1
6b3c473b-77fd-4723-84b5-7164913c19eb,36 months,9.17,317.2,B,25.53,22,13,41799.0,71.6
eb9c6461-c571-4a01-8b5a-0f722162a74b,36 months,19.99,169.08,E,15.3,23,7,761.0,17.7
cfe20193-6485-4188-9734-a4796e54a9f0,36 months,7.97,219.26,A,17.32,13,15,10503.0,29.3
b881797d-bc32-4b3f-a4b5-368cc0a72d15,60 months,17.86,489.9,D,24.41,22,36,22581.0,30.1
93f7501d-fe22-4e8e-91cf-8a2c437fa2cd,36 months,15.77,299.63,D,14.14,16,11,6301.0,70.8
5e7d6fdd-8074-492f-ba5a-aa49e2a32066,36 months,12.99,505.34,C,29.2,37,12,58690.0,64.8
cc24a0ef-6972-49ff-83c1-1c5b1aef5275,60 months,14.46,376.12,C,16.39,15,16,13658.0,37.9
51272084-9f4b-4d63-bca9-bbcd4e161103,36 months,9.76,218.66,B,8.16,13,6,16100.0,73.9
f2e05502-cbab-4d0c-ab6e-ac66216aad9a,60 months,13.99,465.27,C,16.36,19,13,22064.0,39.1
49276dd7-cb4c-42a1-b632-565248abd752,36 months,22.74,578.62,E,13.89,8,12,348.0,5.0
22e075c3-75a0-4f02-ad9e-7e968039f3d5,36 months,25.81,120.57,E,23.59,10,12,23831.0,70.3
f1b1faa5-3d3e-4705-b39d-d38efba902bc,36 months,16.99,319.05,D,8.5,20,12,6112.0,50.5
0832b13b-8dcd-410b-9f1e-8142b3d0747b,36 months,14.47,103.22,C,6.26,6,7,1083.0,25.2
10b367ac-0993-4bdb-8d95-c1904a918489,36 months,12.99,482.6,C,19.57,20,14,13889.0,58.1
8d0141e8-2aae-4a72-a4df-870d53f9ddb6,36 months,13.49,271.45,C,12.49,7,6,8406.0,34.9
659511da-219c-447e-b52e-2872c69b70ec,36 months,9.75,964.5,B,10.69,47,16,32778.0,45.0
1e036fe0-8c2c-4f74-9b1c-f12f39dc30ce,36 months,10.42,129.86,B,20.35,12,23,4206.0,17.1
a7e80038-5eb1-44ea-9da2-c74a2237bae0,36 months,7.99,563.98,A,18.98,24,11,13305.0,68.6
1ddb6cfb-cb68-4f02-b297-89630f07a708,36 months,20.31,142.76,D,28.87,24,15,18216.0,60.5
d0b0b6eb-a4a9-45a7-931e-1357aa166bfd,36 months,12.05,265.91,C,21.17,18,21,8988.0,18.5
c4b6c82b-99ca-44bb-b599-9c2fcd997286,36 months,14.33,240.37,C,25.35,17,8,14608.0,95.5
529e582a-72ab-4ea6-ad5d-25950641753c,60 months,10.99,369.54,B,12.99,8,5,6674.0,42.2
eeac227c-a436-4a49-9924-477801455b11,36 months,18.06,289.47,D,26.32,18,7,5448.0,44.7
b7af1555-1521-4bde-80be-e049512e9f1d,36 months,18.25,419.02,D,24.99,20,18,13875.0,55.3
9f586777-d1a3-497f-be4e-d25e2d3a1436,36 months,10.99,784.8,B,34.93,36,10,10032.0,40.1
f5a9890b-0622-43cb-bebb-07409e135ed0,36 months,12.99,269.52,B,21.98,35,17,11796.0,46.6
d78b0dda-8c8e-4f3d-86b9-0b4ed7f9ce59,60 months,22.95,675.89,F-G,13.72,21,13,22711.0,74.0
71a332a2-d4dc-495a-a7ba-a47e1b0f3b6d,36 months,6.97,771.59,A,27.98,25,24,37823.0,29.6
9751e6be-f2ec-4e84-b8c8-cc27e279820b,36 months,6.07,152.27,A,8.09,13,14,5287.0,14.2
6c8571cb-de00-44c3-8197-93a6a189e255,60 months,13.98,651.23,C,14.73,23,10,35188.0,54.4
d096ca13-4e46-4fc3-ada5-5eccb3e31564,36 months,17.57,539.06,D,22.44,15,13,18230.0,50.7
4c1300b5-61bc-41d1-9a89-39af0e5714d6,36 months,14.31,494.33,C,17.63,11,14,12839.0,63.6
27c9b272-60f8-407d-ab2a-47e695b1934a,60 months,24.5,359.61,F-G,15.87,18,13,10067.0,67.6
2dfd21aa-8a31-4047-a0f7-486de0cfa44a,60 months,21.49,614.92,D,24.02,17,12,21606.0,44.2
683eb0bc-6dc6-4259-9685-b40c256b0999,36 months,9.49,160.15,B,20.11,20,20,17687.0,34.5
b6506687-cb5a-4ff5-a804-883808324455,36 months,5.32,1204.6,A,13.76,33,16,28231.0,30.3
7cdf8f17-a511-4b8c-9241-a04959b1e83a,36 months,22.74,307.64,E,22.8,10,7,8873.0,30.1
abe94623-74f8-4f04-bd36-7a33335da3f2,36 months,7.89,360.57,A,1.28,20,7,4324.0,17.7
b66c84a7-3a8e-4002-a830-7919ff62b4fc,36 months,7.26,526.94,A,17.71,16,13,34408.0,87.3
a2f5d689-a9f7-4479-ae0c-edf992d94654,36 months,14.99,291.15,C,22.28,16,9,7018.0,34.7
fa8c6bff-1df6-4c55-a5b2-325bb2450868,36 months,8.99,381.55,B,22.33,27,26,2006.0,5.7
d99f80a3-f9ed-4635-b81e-60a9aabf54e0,36 months,10.49,259.99,B,4.5,16,4,2922.0,17.5
d50b56bb-011b-4715-b383-fdde67d36ead,36 months,11.05,524.2,B,20.32,15,21,25423.0,60.2
e449aa1e-45a8-4825-bb81-e2f946120550,36 months,8.38,201.68,B,12.83,19,17,4783.0,6.9
6653ec77-47ca-4e4e-a306-ab2a771ece38,60 months,14.08,384.62,C,10.95,12,9,16446.0,61.6
16f91f65-c01e-4359-8b71-a9b5bf8e631a,36 months,13.49,627.72,C,11.23,33,12,18193.0,70.8
3b7911cd-d3c0-4427-9bb4-48c040c75855,36 months,24.85,1388.82,E,20.69,14,6,9619.0,85.9
cee3b0ee-b658-4f76-a755-0087c3b3b976,36 months,11.67,317.35,B,7.24,22,10,8038.0,15.7
72e11c0d-7860-42a3-aeef-9e1cd2570292,36 months,12.69,201.27,C,31.3,23,17,27289.0,63.5
e9a75f28-7247-4f8f-8d32-edbb22ba02aa,36 months,14.65,196.62,C,15.38,17,7,4049.0,47.0
e92b8b79-a1d7-4eee-9714-86a4efe430e6,36 months,14.48,320.89,C,7.42,17,9,3222.0,20.5
d7b64144-b7b2-4caf-a2c4-17d86d363b56,36 months,12.49,107.04,B,20.57,23,10,9855.0,75.2
9b34c62b-d729-4dc1-81c9-89646781c549,36 months,11.14,393.67,B,29.0,19,12,21217.0,103.5
3d3ac3c9-d38b-4df1-a2c6-412a9d3c8d17,36 months,8.18,527.85,B,19.77,32,17,11445.0,51.1
a0123aec-c9d0-4dd8-bdd4-e8aa3a8e6efe,60 months,13.67,577.44,B,12.25,19,9,16992.0,45.6
36b34086-fbbb-4328-a7e9-1eacb658bd5d,60 months,14.85,426.81,C,30.02,22,20,12635.0,51.6
88f124d2-ae6d-42d0-8d67-886a9939b1bd,36 months,8.18,754.07,B,18.64,27,18,108188.0,79.8
05d43721-4a11-4cc0-8e32-bf34c11905b5,36 months,7.59,249.19,A,17.83,14,10,71465.0,29.0
b88d4eb5-7035-4a1a-aa24-b5e961cbc741,36 months,7.89,469.29,A,12.85,27,20,21666.0,73.9
feaf5419-f452-461b-87ba-bf858774b011,36 months,12.12,831.8,B,17.56,19,6,18900.0,80.4
1a57a69f-89be-413d-9d9a-68f4d29fe0c0,36 months,8.24,471.71,B,3.9,18,7,12081.0,25.0
de55fa61-ae84-42db-9f8c-1b35acfd3061,60 months,16.55,590.68,D,25.06,18,19,32143.0,79.2
fcc6a7cd-9ccd-4c71-a08d-bfdf388058a1,36 months,12.74,469.97,C,20.68,20,10,7923.0,67.1
91f47f76-f7f9-4be6-8af2-30a879fdb55c,36 months,18.25,231.28,D,10.47,19,10,3993.0,33.3
3b8359c0-5207-4bf8-a6cd-3792e462de48,36 months,15.59,594.24,C,20.53,13,25,23036.0,41.1
0d140b0c-ee4d-40c0-8a60-0b49ac137192,36 months,12.74,167.85,C,16.3,17,14,5574.0,99.5
91164fdd-4b06-4598-8b28-5597a65a4b95,60 months,24.89,492.02,F-G,18.92,12,7,11628.0,72.2
7247aea8-ab62-4ee5-ae0b-8ad2f05d82f3,36 months,12.99,303.21,C,1.64,13,3,2577.0,46.9
c824644e-0fe8-439a-bb49-4c9fc09d7627,36 months,16.49,53.1,D,14.43,18,6,7919.0,60.9
5374c182-47f0-4f05-8fa8-054819de0d92,36 months,11.53,164.96,B,36.65,23,8,9633.0,67.8
0fa45e0d-496e-4364-b99d-59f6031025a6,60 months,26.06,397.19,F-G,14.58,8,7,4695.0,45.1
c6061ffb-417c-4d65-8276-bd95a4134c13,36 months,18.06,108.55,D,39.35,23,10,13045.0,49.6
