dpd,credit_limit,mobiLoansScore,probability,id
49.0,16400.0,633.0,17.27,5e67e062-5bb2-4abf-b714-c302e62debe7
20.0,6700.0,591.0,22.88,d1fd40d8-ba4d-4607-aae0-ddcc93e8da18
3.0,25200.0,618.0,19.28,f8085c52-1fbf-4959-9af1-05680b532d7e
7.0,9000.0,692.0,9.81,1934c04a-172c-4da3-b3f4-dba710c38c3f
9.0,6100.0,541.0,29.22,6e905bab-e046-467a-82b6-dbb9986336e4
4.0,1200.0,582.0,23.76,1e6935ce-2197-4cdc-bf2c-da19b8cc6788
7.0,8400.0,646.0,15.63,31cde201-a4c9-4b20-9398-fe7a1f004aa3
11.0,3600.0,526.0,31.01,ba00a3f0-6ca8-4904-b5b9-50ce88f05406
4.0,2300.0,496.0,34.74,32e63de6-f1e5-43e5-ba64-f6d26e5a581f
21.0,5600.0,661.0,13.7,83474e83-a16e-46a1-99c8-c49a2047f690
25.0,5400.0,669.0,12.76,8f969435-8b31-491b-935a-bb2f072214bb
20.0,1000.0,666.0,13.15,3279b48e-d29f-4939-8321-a1d5f2c35f7b
6.0,18300.0,533.0,30.03,b074d0c9-cc0e-45e0-99ab-4aa37717722a
6.0,26200.0,505.0,33.58,1f8b78b4-5672-48a5-9212-dcdd6052d88d
20.0,5400.0,629.0,17.84,64e4e719-bf55-4aa7-a1e6-a0f6d5829c1d
46.0,13200.0,575.0,24.72,3e9e65f4-74c4-4e88-9e96-d04e0862303e
42.0,7300.0,570.0,25.43,1b56fc86-e2dd-43dd-8544-48654052dfdc
19.0,1000.0,424.0,44.03,0aac1869-4b52-4ba9-8f51-f0d8175bcce8
30.0,8000.0,403.0,46.57,41a04aff-7f10-48fb-b303-338318b8f4c8
33.0,18600.0,687.0,10.36,e6b53989-9fae-4c2a-bf16-ab0d179ac452
34.0,20300.0,661.0,13.76,f1d4210c-0a2d-4c3c-9452-fa34d9c76547
15.0,22400.0,683.0,10.99,29c63549-db4e-4888-a3c1-84016dfc7211
3.0,17500.0,377.0,49.89,ce928230-10e1-4501-894e-45ed8cf1fd44
11.0,6600.0,690.0,9.98,366a8f44-d960-44e2-bb1d-412e10dc7bcb
21.0,7800.0,554.0,27.37,2d37c16d-8471-4628-a106-5f50dafa1fe6
2.0,26000.0,697.0,9.14,b3465eb3-d056-4cd9-b172-9112bfa6a56d
37.0,10700.0,489.0,35.56,70dd6d24-b196-4e47-9cab-5052ba29dd4f
15.0,2600.0,701.0,8.62,59b729ba-e760-48ad-957c-f6d549e5eba9
8.0,11300.0,461.0,39.22,c497911b-023f-4e1a-bd10-347472d8dbeb
19.0,16700.0,718.0,6.5,bac939a7-cc56-4f84-8911-c46b4d2396c6
0.0,4200.0,530.0,30.43,c88f7192-49c5-444d-bfee-b7b580d46eef
38.0,10000.0,646.0,15.77,36a7d74f-f89a-482d-8f2c-203bd1092994
11.0,22200.0,639.0,16.41,f0628f6f-78b6-41bc-8af2-1c3817e2342b
1.0,5100.0,331.0,56.09,6cf0778c-6fa5-41d0-bd9a-20fcdd052cdc
24.0,1100.0,641.0,16.19,bd9283dd-3e10-469e-970e-5a831b0acde5
22.0,18900.0,578.0,24.47,c7352d05-d20e-481d-b0e7-c55b17388086
19.0,700.0,613.0,19.8,92f3ef38-1dba-4196-8dc2-8a9d4ebfba81
4.0,9500.0,563.0,26.23,ca9d3263-1e7b-4cd8-abd6-fb7d9c517494
10.0,12100.0,711.0,7.35,57e6445c-3792-4e24-a730-ca918ec5a53b
11.0,5900.0,594.0,22.28,a3fb06e8-0192-489d-b576-b3be69b1bd06
10.0,9400.0,704.0,8.24,c72f7aba-651f-49fe-bd1e-021edc5cb2ae
22.0,21500.0,571.0,25.22,8c29d2d3-b72e-4277-97a6-af85cd4dd0d8
15.0,11200.0,458.0,39.93,b3121b27-2942-4e52-91ff-bbf5c9e8d82b
24.0,13800.0,624.0,18.54,491cccf2-3999-430d-b040-839ec0b66c80
12.0,19100.0,623.0,18.47,13c740ff-7ae1-4591-acb7-518edf6b32fa
24.0,2800.0,516.0,32.31,3a798923-e55c-4dcd-97ec-c920395ed4d2
10.0,22700.0,663.0,13.47,74ef8aed-6f6f-4b72-bdc5-ce0bd7b13e4e
4.0,16500.0,619.0,19.02,2654af8b-04f7-4e7e-87c7-804e0e9815e8
4.0,1100.0,581.0,23.91,20f8fb97-6ed3-45e4-a47f-850e27572fd5
12.0,6600.0,487.0,35.93,1938438d-ed60-435f-9d43-9b8f5e075e45
12.0,8100.0,469.0,38.32,b4fe3759-141b-4ee2-9d05-208e7abcb6d2
30.0,3300.0,458.0,39.7,daebdf0f-5b71-42e4-9b45-14925a69f5a1
7.0,5700.0,651.0,15.06,440f67a8-8fcc-4401-bf00-b6ae8abdbd6b
13.0,11300.0,628.0,17.93,7b0824ec-f7a9-495b-893c-d016f67c0b0e
5.0,1500.0,514.0,32.59,7af614f6-c269-456a-a65a-3e1eb9aa4354
3.0,12900.0,658.0,14.12,fc0758ca-6033-490d-96cf-1b5c3ff5e819
24.0,11500.0,625.0,18.24,b6b62147-2eda-416c-a707-ef05dc24e994
11.0,2400.0,508.0,33.38,575e277a-e6cf-4387-a5ae-eb5dad713e39
5.0,16300.0,507.0,33.38,93080f5d-047e-4f23-b6d2-791b1b3a084c
0.0,1800.0,547.0,28.33,3cc3b2a8-5142-49d8-bc45-6fbe949d1186
12.0,32800.0,638.0,16.66,ca972511-0ec4-4d5a-88c8-babe7108887c
6.0,15700.0,567.0,25.76,62299fde-3a36-4a13-b860-adb498f679a1
13.0,800.0,471.0,38.0,2c5fb529-da46-4611-913c-6ea2d0a642c2
12.0,24500.0,719.0,6.35,83368a32-2c20-4b40-bd9e-0426d7943863
41.0,13100.0,618.0,19.16,8065e0cd-0f3e-407a-b577-30bc3fbe9272
27.0,5200.0,519.0,31.97,9ad321f0-f1e3-4543-b1fd-112f7f5f8467
21.0,800.0,589.0,22.9,bd9659dd-cbdc-44f3-b686-f9f31fee00bc
32.0,13000.0,651.0,15.0,ee47499e-c2d1-47bf-af50-8da1929ffc89
9.0,14700.0,497.0,34.72,5aa3be99-e1ee-4b49-b102-94bbb31a967e
45.0,10000.0,589.0,22.91,668d3016-7dd0-4928-b26d-7424955ddc12
26.0,3400.0,541.0,29.12,6ccd9b88-6acd-4de6-b45a-2059cabb070b
4.0,2100.0,558.0,26.83,ae082164-9b69-4702-bd0f-3e8d5150af1d
13.0,5500.0,634.0,17.28,d169fc3c-d873-479b-950e-b4ad818706d3
42.0,15800.0,402.0,46.89,2a569760-ecff-4ecc-b53e-b974b48db616
2.0,3000.0,417.0,45.32,73932e34-7340-4a90-98ac-f25c967c76e1
39.0,15600.0,613.0,19.84,284b8297-7991-4e6b-bf3b-1d7b7bb3ec50
10.0,12600.0,671.0,12.47,f728ea3b-c451-423c-a7a0-3a47f872a24f
31.0,1700.0,694.0,9.47,a8dfd448-0820-456d-a2f2-44aa77403d3f
15.0,27500.0,409.0,45.85,3d9a8695-8b2b-4b83-9a2a-44ba55af3c63
18.0,2700.0,622.0,18.63,29d89522-ef11-487d-908b-d2081a02adf8
19.0,15000.0,493.0,35.16,6a871005-a785-46ca-af29-3345cb1bab2c
1.0,7400.0,677.0,11.74,6906c1fa-6bd4-4850-8e63-57033dc4fe39
18.0,10100.0,573.0,25.1,bcb377f3-aa35-4c96-8363-74d412e44903
6.0,9100.0,628.0,17.82,f156830f-e635-4a45-b182-01376ea67c5b
20.0,10200.0,581.0,23.94,2927cdbe-f0ae-4a5b-be9e-77c53071cb75
16.0,5600.0,559.0,26.72,20379eca-b9f6-4a34-8e43-be794b322dc3
47.0,25500.0,562.0,26.43,6e3308bf-f0b4-4346-a2b9-08d346af2542
38.0,6200.0,687.0,10.51,ccc29cfa-9ba0-4832-9319-78c13eb933b0
4.0,1500.0,451.0,40.57,0c55e4ee-bc52-4c95-9b6d-566d12358488
24.0,6000.0,619.0,19.13,d4a958fc-4d6a-4e4c-9cff-8ff4872aef88
10.0,5700.0,648.0,15.33,6ac16688-47b3-43e7-99af-d0b0f5babed2
13.0,19500.0,659.0,13.88,e55baa9f-670d-4d6c-98c8-e53c7a5e0b34
36.0,7800.0,689.0,10.16,08484327-52d6-49c0-91da-20dd14347d00
26.0,10900.0,539.0,29.44,f71cfde3-2457-4719-813a-29f290873b8d
19.0,11500.0,596.0,22.13,6b5cb2e0-3f62-4292-afd2-632c9fe50981
1.0,10900.0,667.0,13.04,87619054-19c7-4d60-b368-270b02fc3ecb
9.0,3000.0,672.0,12.22,24c568f7-ec8a-4d3a-a5fd-7c6efb83a82f
0.0,3900.0,712.0,7.19,ec20b4b3-e230-4823-b229-dd105c4c3be8
43.0,600.0,409.0,46.07,719d30a7-41be-48fe-b76f-1f5b153c0ef8
43.0,6300.0,496.0,34.92,70303fe4-e2be-4184-bb72-77309e0eb939
12.0,4600.0,718.0,6.43,99bbeac9-d493-460d-b846-12b6fced103e
22.0,5400.0,600.0,21.41,7f08a9cd-1752-43a1-a1e2-58e753aa98c2
21.0,18800.0,697.0,9.21,16c9ad61-372f-4f3b-aec2-d0a5f826d80e
49.0,1900.0,607.0,20.71,30beec29-b465-41e3-8be8-554e7e804c3e
22.0,27700.0,688.0,10.24,2e3512e7-db06-4b06-9ae1-d80bee590211
28.0,19200.0,612.0,20.03,18ee2aeb-a11d-407a-b3bf-3a5df5ce916f
6.0,15000.0,584.0,23.5,fa51c5a8-5988-48fc-b1e5-4a83903a5eb5
16.0,3000.0,429.0,43.41,ecc10b95-674a-4ea1-9d56-ef9673eba04d
30.0,28200.0,672.0,12.27,8abb97cf-0e23-43a1-b8d1-c12df3a9cdd0
18.0,2900.0,645.0,15.76,52a4b7bd-a187-4fb3-a56d-598014524108
25.0,5500.0,648.0,15.33,b61f1269-4cb4-4bba-ac5a-9e2848f95829
12.0,26700.0,552.0,27.51,c7245a80-2866-41ac-9b05-cda6adc14d93
1.0,1500.0,713.0,7.12,ddb2443d-fdf7-47fc-a630-6fb2b087fdd8
9.0,2200.0,406.0,46.38,d81aecef-c498-4da9-979b-4b1d7e64d6b2
30.0,5600.0,562.0,26.23,3f09d80b-b09c-4c4b-8591-64cc20113d83
21.0,31500.0,636.0,16.95,a8789a9c-14a4-4b69-b2e9-4fe126821d97
2.0,14900.0,670.0,12.57,08fced75-774c-4da4-8d8f-da288cf5eafa
25.0,17500.0,643.0,16.08,27ed4267-9b5d-454a-b865-9b6ad9313002
10.0,4000.0,584.0,23.67,6071ab8d-2e2e-4877-a3ce-4c262ad18b4f
36.0,10400.0,676.0,11.75,4b45bfb3-7afe-4ba9-b26a-2cbb5e99152d
0.0,17400.0,644.0,15.94,b26943b8-5f68-4b55-ad7e-3dffa90c706c
6.0,4000.0,645.0,15.82,5028978b-b477-4d4b-bc41-bcb5f5c3e7dd
2.0,2900.0,497.0,34.65,d8396cbe-3d81-4d50-bd47-0fedc1c31ce9
16.0,13700.0,606.0,20.62,4b30602c-e887-47ed-8e8d-1b8851474361
17.0,3700.0,644.0,15.9,316516f2-fa71-420f-a1f0-9fcbfcbc9953
13.0,15800.0,389.0,48.65,4cde4513-7e4d-4cb3-af6d-b3d91a4820e4
44.0,7500.0,705.0,8.1,7665d79d-c002-4e0a-a500-140f90b18c33
7.0,14600.0,548.0,28.22,4033c113-46c3-4df0-ad17-af12739eb6bf
37.0,4600.0,644.0,15.91,ad29a9c1-92e5-438e-bc98-e39dade54d24
11.0,6700.0,444.0,41.52,dc2c292a-d2f4-4547-b74c-8850facf6b02
9.0,5800.0,558.0,26.81,3566221c-deca-47de-9b45-9db840a14e38
48.0,3800.0,719.0,6.31,2d51cc04-b9d2-4fa8-819e-50615a758b44
2.0,800.0,631.0,17.54,9d315c39-64f2-40cd-a1c0-fbbf7d162685
3.0,5600.0,419.0,44.73,a672694d-7a80-40a7-abb7-8b0cc58dc514
10.0,19700.0,694.0,9.48,a3f92f87-c04e-414c-841f-14b8ae023ba9
7.0,18900.0,320.0,57.07,3f2c622b-53f2-4852-9a42-c278b170cc4a
25.0,22800.0,589.0,22.83,e9b6e271-a489-4e3a-ad78-968145d16114
13.0,11500.0,683.0,10.91,0907df44-ae4d-4179-abb7-17eefcc6f1c5
22.0,6200.0,603.0,21.04,324aed09-e37d-43de-b428-150cc527e90a
0.0,6700.0,459.0,39.56,54902ff2-f0c9-4c83-aadb-161b9b482e05
0.0,10200.0,669.0,12.7,dcacaf59-2eab-4fce-b51a-80c1db2c8ea5
14.0,2700.0,547.0,28.27,a38b439a-e5ff-4066-9d67-3794a82879ce
19.0,21100.0,704.0,8.28,7e92609f-08d7-49e5-b4f4-af8de56f4884
1.0,4100.0,719.0,6.33,f8e3b659-d743-4b42-9f95-8aaf59f70122
12.0,7400.0,703.0,8.36,00461c35-3069-43be-bc13-9e5c5ebe7bd3
18.0,2600.0,460.0,39.56,55cacecc-d48c-42be-bc5d-29176dab795e
21.0,10000.0,643.0,15.96,47a070df-410e-4f49-bdb3-30eb9b20561a
5.0,1500.0,497.0,34.54,6027764e-906b-4506-afe8-d0693cfe8123
21.0,5300.0,489.0,35.75,ea13e681-58b0-4d6a-a287-fc4f708cad01
19.0,5800.0,599.0,21.67,86ce4933-60dc-4b67-b6b9-d5f47209fc7e
17.0,1700.0,554.0,27.36,0c54da6e-6f6d-49b2-83cb-7be48decaa33
11.0,23000.0,295.0,60.24,95b07941-33c1-45d1-ba48-4d73e98e91eb
30.0,8300.0,710.0,7.46,55147317-a47b-45d5-8b88-ca341e601970
2.0,2300.0,694.0,9.56,b4f2e142-fac4-486d-bceb-0b33dd45765d
5.0,1100.0,657.0,14.13,b6eef334-f4a8-44f9-9e99-a1d86f837d10
37.0,14200.0,683.0,11.01,d9c2a473-0d7e-425d-9f3a-e2b21470221e
0.0,4700.0,607.0,20.65,42f1a485-1f02-4871-8da6-1d1234be2e54
17.0,2800.0,616.0,19.34,3592fe91-212f-41f1-b751-88be1ef51d3d
3.0,13200.0,508.0,33.3,aa1fe431-cad2-42b0-ace7-3397df26f9c3
2.0,12700.0,388.0,48.81,f4897dd1-7d39-4bf3-b90d-eb9aa4ffb34c
18.0,14000.0,657.0,14.21,a36ac109-48da-427c-a59a-00fde723a4b5
23.0,10900.0,672.0,12.39,92cc3fed-6aca-41f5-9e27-58bd805b6e4e
4.0,2300.0,714.0,6.97,3eab5e24-344b-435b-8f55-f7eb9b2a9125
43.0,10100.0,678.0,11.58,27896148-9dd3-4cbc-8873-ca20d182b185
26.0,10800.0,694.0,9.57,37e41e5a-7ced-49d7-a38b-0cfe0e1bc5fb
41.0,11500.0,676.0,11.82,3ccd9225-c985-493f-bef0-09f335344c30
6.0,17500.0,462.0,39.11,d205880b-7352-4516-b774-f23032644160
6.0,9300.0,407.0,46.25,54c3173f-eea1-44a0-aff1-b619062fd56f
6.0,8500.0,715.0,6.82,ceac3ded-63e1-4a67-851c-573378d72b2d
5.0,6100.0,656.0,14.45,9bdf2466-dd3b-4fc8-a57c-68472ce2daff
10.0,1300.0,679.0,11.4,54403c97-6f3d-4edc-a8ae-046a4e789b5b
2.0,1800.0,662.0,13.65,656d19f8-d7f7-4455-aa48-94b8f927ce5b
8.0,2200.0,424.0,44.0,f9919552-fabf-47ae-b46f-850dd3a27c7a
18.0,10300.0,713.0,7.12,a6458c9b-5e5e-4592-8c11-d2f3049b8db5
4.0,800.0,609.0,20.36,4661892a-d8d0-448c-8d6a-ed77a5b2bfa8
36.0,5800.0,386.0,48.87,0b3cb036-38f4-4484-b93e-250c6a7fa30e
11.0,700.0,696.0,9.33,205b443a-2ea3-4c2e-82d5-e7bd2dd4a710
6.0,13100.0,607.0,20.57,2b68c89f-5cb8-4f9b-af88-7d206a88e066
35.0,13600.0,580.0,24.24,cd122ab0-0f65-448e-8773-dd5e3a5ca108
7.0,27200.0,687.0,10.45,6bf7e1f5-ed20-4f68-af8a-c1f3674fabcf
2.0,1700.0,420.0,44.57,4283aed5-b98c-4eed-b2c5-ad86596258e7
25.0,24900.0,505.0,33.75,e07997bf-e6f5-4825-9632-ff29077d6b05
23.0,8100.0,391.0,48.21,36a397ef-1b91-4b46-9cbb-b856e853d912
23.0,10500.0,553.0,27.51,9219e9bb-20f1-4313-b987-6ac81d19a267
3.0,6100.0,702.0,8.42,efdb10a1-ad91-4e07-bc36-f2e77b960328
45.0,2300.0,665.0,13.25,bc77a610-6826-4ea8-b76c-561c35ff2720
2.0,9200.0,268.0,63.93,cd1ceab7-c502-4745-8c87-a828bb52d73c
26.0,5700.0,553.0,27.49,cb1ab056-3d81-4c88-838e-273f0500a0f5
34.0,8100.0,498.0,34.42,0dc3e4ca-f302-4f18-ab88-2b038aa69544
1.0,2400.0,659.0,13.91,06969fdf-04cb-4d22-84cb-b82a587de220
7.0,5400.0,673.0,12.16,b13262b7-b5fd-48b9-bc30-42f58564b4f6
29.0,10100.0,522.0,31.55,c4a94047-4819-4ad3-9fac-843927976421
55.0,10500.0,506.0,33.56,28d071c2-7781-4ac0-a278-1bf74f7c13bd
20.0,2000.0,645.0,15.73,2c628a58-5b27-4995-974b-5c6c1fb97de4
12.0,3400.0,687.0,10.4,d478f3f2-188f-474f-b01d-e23198fae6a6
13.0,10700.0,517.0,32.11,4841b39f-eb3f-47bc-925c-8d994404e704
1.0,7200.0,566.0,25.99,b274fc58-1e59-405c-a8a5-a3c38175e92b
33.0,14500.0,561.0,26.57,ca676140-b007-4d23-b25c-67804107d9da
12.0,6500.0,634.0,17.25,322a35da-fcc0-40d7-a182-ea97ffcc2671
34.0,30200.0,456.0,39.96,6a886879-16ae-48d4-8d72-bf124419083d
31.0,1000.0,412.0,45.49,8b213d5a-9a6d-45a9-9067-561fb57e3749
6.0,3300.0,563.0,26.31,8d87584e-3410-4a75-bd7a-fb718ee7b984
35.0,3900.0,645.0,15.77,c78d713e-d63d-421c-ae2b-0570549f328f
23.0,6800.0,636.0,16.78,5a4bee2f-fe1e-4407-90e0-3a61015112c8
4.0,13100.0,686.0,10.52,b7c40412-666e-485b-bee1-3b9e8ac41bdd
5.0,8200.0,420.0,44.63,a1a0ca0e-6e37-4424-be06-c856c68c1997
19.0,4100.0,492.0,35.42,802e8725-a5f4-4a27-9b2e-0bda87949c16
55.0,6900.0,579.0,24.19,21477b0f-7f82-40b9-adbb-d7c61965cf24
29.0,17200.0,599.0,21.65,080b46d5-95b7-4a07-9cae-c503011c717d
21.0,10300.0,343.0,54.59,92343a06-2dff-40ad-8cf6-029a2be8e940
28.0,26300.0,552.0,27.61,a2eea114-2465-453c-93d5-5bb8339303a9
8.0,3600.0,674.0,12.13,88b6b5be-ef9f-49ab-bc08-053a5c61a4d5
6.0,3700.0,587.0,23.1,8b55b95d-adf9-47ae-9e0d-29c8706c5fff
9.0,26200.0,613.0,19.8,1c7aa1c9-a947-418a-91b5-ed6abd86e7d3
2.0,5400.0,685.0,10.64,0f1e89be-95a7-4056-aa27-61cbb64dee9e
16.0,3100.0,674.0,12.13,94babaea-2b77-47bd-90a0-e3d67f3094dd
3.0,3300.0,552.0,27.68,7cec2114-4857-4e46-b3f4-302c1cf2c644
5.0,5400.0,633.0,17.27,8add2744-9768-47f2-bd21-d138606286f2
24.0,18300.0,716.0,6.68,f1426855-8f47-48ba-a409-02ac097f4747
20.0,24700.0,572.0,25.13,4a49fa12-6d46-41d2-a3cc-b93aee8e4228
25.0,33100.0,623.0,18.67,8594312c-d26e-4a21-b302-bee9fef8b1d5
6.0,16700.0,658.0,14.11,bdc0ac30-680e-4410-96a1-4acbb58c4e82
9.0,24500.0,716.0,6.66,a27bfbe5-0a12-473c-be69-44736256e1b6
15.0,16000.0,421.0,44.53,dd06c7a2-d982-4855-9026-74f59f3f1d02
5.0,3000.0,704.0,8.32,4ec725ba-5ce8-4981-bfeb-505538feddbe
39.0,4900.0,607.0,20.63,4fc7d2dc-3087-4be2-9550-3421a176c4f8
5.0,3300.0,585.0,23.51,0c77207b-2dcd-4453-99d6-ed8443863a24
17.0,5300.0,460.0,39.39,89d48968-bae0-44f4-a54b-0a8c1c5fc490
33.0,1400.0,475.0,37.55,77f56aa0-66a0-4c27-a80e-69100f27ef37
38.0,10300.0,682.0,11.14,a8d7cf64-47d8-4ea1-94e1-9bdbea82138f
27.0,3200.0,371.0,50.69,9a0b2232-8284-42fb-93ae-bc515edc3e60
11.0,7700.0,516.0,32.35,408bb553-7282-4f54-aca8-c166d4d60baa
9.0,1900.0,531.0,30.31,45d97ae6-f7c6-4881-b56e-14f276c61d99
31.0,15800.0,700.0,8.74,f83aca1d-ceb7-43a6-adf4-03a0407d2587
36.0,10500.0,690.0,10.09,401b6142-7783-463f-abee-366276297098
21.0,28000.0,534.0,29.84,416c523b-e22b-41cd-9b24-b378649b032e
16.0,3300.0,704.0,8.23,03afba26-99ac-4c2e-a24c-8d5b96648fac
27.0,2200.0,567.0,25.74,b470102a-667e-410f-91ea-25340207610a
3.0,15700.0,485.0,36.44,740e5ed3-329d-4777-9148-cf0bcb5dce0c
35.0,20300.0,511.0,32.76,d524ee45-d2b0-4057-b445-93e60bea97e1
34.0,13200.0,608.0,20.41,149a9108-5412-4bcf-b574-dd20a8ec8c3c
1.0,800.0,666.0,13.11,f093a5e0-0432-4472-9a74-d47b65b943ab
46.0,23400.0,399.0,47.23,a11d44e0-e2b3-4baf-b16e-dd3933a4ba93
8.0,14800.0,475.0,37.47,38ab49d2-4d55-4604-9926-f4afa5e74fb8
5.0,800.0,645.0,15.78,3470fbc0-54f7-4bdc-9c43-9299de4e0e81
10.0,2700.0,660.0,13.78,8c7a144a-b77a-43e5-8e35-dac5cc2d085b
6.0,1100.0,665.0,13.34,db9c191d-6c9d-42c2-90bc-c97d9ab4b5f2
28.0,1600.0,379.0,49.64,87eca44e-4edd-4e39-a564-f79b29a0d3d9
8.0,12700.0,650.0,15.04,b95d88be-0997-46c4-b130-d7e4d6d0bf5b
34.0,13200.0,615.0,19.77,737cd623-4e96-43de-8d42-d421811d0754
23.0,1600.0,584.0,23.62,bfd90c58-0a0c-4281-8822-a210e1ff44db
14.0,2900.0,551.0,27.74,c8be0ea7-e409-433a-83e8-5c2239f287eb
21.0,9200.0,691.0,9.84,dbd58b77-5216-45aa-b013-b6ab17d0c356
11.0,1100.0,563.0,26.37,29da4d00-b378-45cb-b145-ed3c4f8bd870
34.0,14100.0,693.0,9.61,cf1c3d47-89e4-4fe2-be39-0416211f0b62
28.0,800.0,641.0,16.21,cf0e6b3c-eaee-49af-b2b2-f1ee5ce268fa
10.0,18000.0,343.0,54.66,5987a692-5f3f-4f28-997c-781c99569b04
13.0,1500.0,670.0,12.62,288963b6-8760-4f4c-aba7-1a26f8f33fe6
16.0,19600.0,554.0,27.35,ba94f807-fdbf-478d-8632-a6441f93058c
28.0,3800.0,463.0,38.85,3560057f-a8f2-459e-8fbd-7d2eb42e1a37
24.0,20900.0,700.0,8.84,14ffc8bf-4145-409a-9edc-041690157f9a
8.0,1300.0,314.0,58.19,eed055c6-c5ec-45d9-b26e-2adc6c6bf462
4.0,14300.0,621.0,18.78,beca9ffe-10e6-445f-b3b7-be085ef530c5
34.0,1700.0,656.0,14.41,00714380-19ef-4e73-84d9-69744035a1f8
5.0,11200.0,411.0,45.79,4ff896ec-1794-4e5e-a590-cbb02c52fa80
4.0,1900.0,506.0,33.44,a47a20fe-e07e-4b04-a45b-112d9baaebe3
3.0,1700.0,712.0,7.17,ada37c0a-33c5-4a57-8f27-4730e6b77074
14.0,5300.0,631.0,17.49,8076495a-b0ab-4148-9763-56eb0b11a4bf
23.0,23700.0,587.0,23.23,48a94b4f-51b1-4d4d-902c-4581bc1d15cf
12.0,8600.0,521.0,31.74,2add1eb7-484f-41d4-9094-e921244500ba
8.0,5100.0,490.0,35.64,4e8e0a04-cb16-4c40-87d6-54f172e267a8
26.0,8600.0,672.0,12.36,8d7d365f-6c6e-475f-ba65-276f4a0fb62f
27.0,8800.0,519.0,31.92,6b211f3e-0872-406b-89b8-a35258fa2ce6
29.0,6600.0,609.0,20.31,40a51e70-195e-41d3-9128-1610184ab129
9.0,700.0,552.0,27.65,01f48167-0e2b-4f63-bf02-d5c08c7569b1
20.0,19100.0,364.0,51.61,28c89d59-3096-4ec8-846d-36cba6e1dc08
21.0,9400.0,708.0,7.71,b5f682ca-ce38-494c-b969-719bb177a185
37.0,3600.0,679.0,11.41,1c01fd69-1e04-4980-a460-4e12b5ced27e
15.0,14500.0,494.0,34.84,b443b242-9d2e-48bc-ac32-77fb50aacfe5
6.0,12100.0,500.0,34.3,a18730f5-95fa-4379-accd-9d664bf3d139
10.0,4700.0,709.0,7.6,46727ba0-3881-4199-9a36-356d78902b72
12.0,21500.0,622.0,18.7,8430f2de-8768-4e2b-a245-32e39d9724fe
26.0,4200.0,526.0,30.91,6f250695-3042-4521-ba41-55745fec6ea1
12.0,7900.0,523.0,31.35,8a55d441-72a8-43a1-917b-8eeeb7ffc78b
3.0,24800.0,597.0,21.89,31205190-f0e6-4370-a113-46cce9d249fb
24.0,29400.0,649.0,15.31,20b7a03e-85cf-402f-8195-c29974d0d56c
3.0,7800.0,588.0,23.09,1e0d2dc7-bc93-4346-b543-d983c5ccc872
2.0,14500.0,709.0,7.61,5b7ea44d-343a-4e5f-908b-27e1ed08ff90
2.0,15800.0,603.0,21.11,26d4ac63-4d35-4464-a16b-daa2ae2e42da
4.0,4000.0,640.0,16.45,2cbe2a53-b743-432b-866b-b47f355c4081
14.0,10000.0,612.0,20.0,d2249b3b-edfa-48e8-90c3-44439d04238a
11.0,8600.0,563.0,26.31,71cd0570-5f02-450b-a652-f611b9e93aae
23.0,8400.0,535.0,29.85,0932fb88-af55-42b7-a16f-6c97cb9f4414
7.0,6100.0,599.0,21.69,965c3a8c-c516-4c63-9665-9b99458125a2
1.0,8600.0,657.0,14.09,fdcfd806-0d2c-4253-a617-b1db35ab8537
8.0,2200.0,376.0,50.21,6acc91b1-d31a-4abf-a44f-b908f8719d35
38.0,15200.0,620.0,19.05,a6f03f56-c93d-4def-8b4a-71d02fe281c4
26.0,11700.0,424.0,43.92,8559349b-da67-475e-ae57-06726b7187a0
14.0,7100.0,560.0,26.68,271dd131-19c4-437a-a014-554994ec4565
6.0,22400.0,686.0,10.52,819757f6-4032-41b0-8f77-bd80bcbd104f
50.0,10500.0,715.0,6.79,02ee67e9-78ef-423c-8e16-3d9e8a6c3e8c
13.0,8400.0,690.0,10.04,37388a6c-e74e-48a2-9d56-0a76bd12696b
7.0,11300.0,581.0,23.92,a7df0e79-6c3a-42f6-9f29-ecd78538f040
39.0,13500.0,716.0,6.66,20a36bb8-bd8e-4aa4-b037-adaf5a6447e1
17.0,12700.0,546.0,28.42,d52eed6f-039f-42d9-ab7c-00d0c7495a73
15.0,1500.0,693.0,9.63,87555425-b8e6-4384-bdf2-c017bb961280
25.0,8200.0,304.0,59.38,f42b3bee-e8f1-4219-971b-5bf5e9ec8a1d
36.0,6300.0,716.0,6.7,744aec2c-5062-47da-bbfa-80dbb747278b
9.0,6200.0,560.0,26.61,8f0c3933-e750-47aa-b89b-15413abfd432
1.0,600.0,541.0,29.04,333ecf5f-6c30-400d-a253-7c05751b1236
17.0,18100.0,719.0,6.31,afbf716f-db2c-4f0e-8169-1c751bffd135
1.0,1200.0,475.0,37.45,a14a710e-e734-4a35-84b6-b88aeabcf117
33.0,6200.0,711.0,7.37,8e4a86ad-343e-46ab-ad62-3250b082e02d
26.0,19900.0,715.0,6.84,04f22082-23ed-48fc-bbe4-abc0bcb1f343
34.0,7000.0,425.0,43.83,6418609f-7d98-41ba-ab21-064ab911df8f
2.0,12400.0,432.0,43.04,50992399-6346-4ae9-a9dc-e6c76e3b77da
23.0,21600.0,716.0,6.71,4e149128-6b7e-41c4-98b0-fbf3ed248e74
