id,emp_length,home_ownership,verification_status,purpose
b99408a4-8083-41a5-89ec-d0b2014a7f59,8years,own,Verified,medical
6ee1a938-6266-4d2b-9581-cb46dee60d6c,1year,mortgage,Verified,debt_consolidation
1de0dae5-c7f3-49ec-a1fa-c211fb216d43,8years,rent,Verified,credit_card
4c71bc45-3680-48a1-90e5-f727f5fa5a09,6years,mortgage,Verified,debt_consolidation
b2e0f1c4-b5d7-4cf8-ba11-37735b910186,<1year,rent,Verified,debt_consolidation
c6c587b6-5a1b-481d-9abe-0bc197d275d8,10years,mortgage,Not Verified,debt_consolidation
9f50a6d9-6223-4036-a3ad-7e81044e8af8,0year,own,Not Verified,credit_card
05e11920-43a3-4177-8ea9-dafb545b9b92,10years,mortgage,Verified,debt_consolidation
8589f9d2-7009-46b8-a069-2e699a152a39,7years,mortgage,Not Verified,debt_consolidation
efec299a-b009-4d88-bcf9-3d4d2f343f6b,10years,rent,Verified,debt_consolidation
53b850fa-cf3f-4c27-aff4-b8504b7aaeb5,6years,rent,Not Verified,credit_card
abddffee-e154-4823-9442-18eb1050bf39,5years,rent,Verified,debt_consolidation
d9b386ee-0791-4390-96aa-d9ef5187078b,6years,rent,Verified,debt_consolidation
68d622c5-35c9-4eec-acf6-d7e0b33981b8,2years,mortgage,Not Verified,debt_consolidation
cff30727-340f-4bf8-b407-5391fbcf634d,10years,mortgage,Not Verified,debt_consolidation
bbca4cb9-0844-45da-a788-bb1e1d9d4169,0year,mortgage,Verified,debt_consolidation
84d8592f-42eb-4d9a-8692-d75380ad8748,0year,rent,Verified,debt_consolidation
3771e57c-8ba1-43ea-862b-469df30bcbfe,10years,rent,Verified,debt_consolidation
77cf3448-5019-4cfc-bcaf-5735fc318c22,10years,mortgage,Not Verified,debt_consolidation
2d8493d9-061b-4465-9524-9710abcf0c66,3years,rent,Verified,other
01f5b39d-0996-49a4-9751-897b38d0447d,<1year,rent,Not Verified,credit_card
d8f0e0ec-9116-426c-8409-01e5aa327f09,0year,own,Verified,debt_consolidation
e71f17fd-0959-4204-a65a-24afa38a9650,10years,mortgage,Verified,debt_consolidation
d04b24ea-f01a-46cc-922f-e62633d88f79,10years,rent,Verified,house
064760c6-a383-430a-b1ed-0e60eb17993a,2years,rent,Verified,credit_card
f3e75a14-257c-4870-9c32-7abf7c81675b,10years,mortgage,Verified,debt_consolidation
baa3b805-f832-4d45-b864-fd73d114597f,10years,rent,Not Verified,major_purchase
cc280c42-9164-4076-ac7f-73aa79e5b5c3,1year,mortgage,Verified,house
9e0d6c78-3426-4bb5-ac86-0db9a1ac685b,5years,mortgage,Not Verified,debt_consolidation
3b69dcbc-a7d1-4c13-92a0-e250bfe217de,<1year,mortgage,Verified,debt_consolidation
402499aa-f8cb-4a86-be31-5975f916a5f7,4years,rent,Verified,debt_consolidation
e5db345b-c981-4a35-aeb4-c581eec4fe35,0year,own,Verified,debt_consolidation
3ecec177-4ce9-4bb3-a3bb-40b3b0bd4fc3,7years,mortgage,Verified,debt_consolidation
a486665e-ceaf-408f-b971-79505762a10d,4years,rent,Not Verified,debt_consolidation
6301eb22-6c31-4378-90b0-271b5325533c,6years,mortgage,Not Verified,credit_card
ee454191-6201-4789-b4fe-1deb55514c1b,2years,rent,Verified,debt_consolidation
665d749e-1661-4c38-bf1c-a841d56b72fc,10years,mortgage,Verified,major_purchase
8f6419fe-cd0a-45b0-8a04-dd6cdb35b03a,10years,mortgage,Verified,debt_consolidation
ae03c864-7537-4c24-aea0-16d0d87e5b4c,0year,mortgage,Verified,debt_consolidation
b4e9c1ad-faf0-49fe-812f-bc1498e05c1f,4years,mortgage,Verified,credit_card
89961e0d-d60f-494f-8941-8800787c5c1e,5years,rent,Verified,credit_card
b91fe62f-8009-4300-80ed-2345015732f3,10years,mortgage,Verified,debt_consolidation
470f64f9-6651-44d5-97fd-61ffc9ebd6a4,6years,rent,Not Verified,debt_consolidation
ab4478e3-4008-42ae-9115-3baa8bcd13e7,0year,rent,Not Verified,debt_consolidation
0e25f46c-7a32-471b-b140-8f64fd94d86a,1year,mortgage,Verified,house
e5017003-33fd-4ed4-ad60-9eb1d81adb32,2years,mortgage,Verified,debt_consolidation
8cdce74a-5169-4b63-a448-9a9cf824bff0,10years,rent,Verified,debt_consolidation
be8b0143-25c9-4af9-b117-46909445b2bb,0year,own,Not Verified,major_purchase
3e9c1603-3e72-48a7-b840-89d69ecfb607,9years,mortgage,Verified,debt_consolidation
6fcfe4ac-2450-4427-9f70-ca67debd7608,7years,mortgage,Verified,debt_consolidation
701aa3d4-44ab-4c05-917e-d27e256d03ef,10years,mortgage,Not Verified,credit_card
eb045e85-1143-4f2e-89e1-357c2e983eb5,6years,mortgage,Not Verified,house
22ce6d7e-8ab7-4228-97e2-bac67110bbda,1year,rent,Not Verified,debt_consolidation
6af1c4a7-8b19-42e1-94ed-9fd57f0fa1ca,4years,rent,Not Verified,debt_consolidation
9d4c6290-e69e-4e16-8ef4-3ba82c1f7ec9,0year,own,Verified,debt_consolidation
b0791c0a-d5a0-4b28-9401-b5be321aa36f,0year,mortgage,Verified,debt_consolidation
91c0c932-c564-4512-b96a-7906b0b172b7,1year,own,Verified,house
c7819547-1391-483c-93da-b059151bdd92,4years,rent,Verified,debt_consolidation
ecfa64d8-7d20-4214-98af-521066404ee9,0year,rent,Verified,debt_consolidation
2cb80221-9147-4c05-9b8e-d93141a7a7bd,2years,mortgage,Not Verified,debt_consolidation
65a3615d-fe57-4850-96b0-5f8bdb6f4165,2years,mortgage,Verified,debt_consolidation
2a4aaf11-c0b3-4680-8f9a-206796ba72f7,3years,rent,Not Verified,medical
6eed4e37-62cd-4e4c-b49b-4946ab387fcd,2years,rent,Verified,debt_consolidation
6dcab751-f624-4596-a2e5-9d177b32e669,2years,rent,Not Verified,debt_consolidation
f81e7ac8-e9fb-482d-a1b0-2d5f2134e9b5,<1year,rent,Verified,debt_consolidation
8b5fb4ab-1919-4b45-aa10-a43431356d5d,6years,own,Verified,debt_consolidation
a4a3efcf-bab6-4583-a9c3-96415f194b22,10years,own,Verified,credit_card
8c40e79a-4912-4535-adb4-0768aeca2c59,10years,own,Verified,debt_consolidation
c1933328-99d3-4cc6-bebd-0f6361b43f9f,10years,rent,Verified,debt_consolidation
2b984b79-51bf-4feb-a272-e6624ea652e4,10years,mortgage,Verified,credit_card
59ead346-c513-484c-837d-f13c9864e908,9years,mortgage,Verified,debt_consolidation
80a4106f-dac4-4c85-9578-817d3bb3654b,3years,rent,Verified,debt_consolidation
c98a0641-ba89-4684-99f2-a19f044f010a,1year,rent,Verified,medical
358be53e-9c97-46ac-a8c9-78c966daab7a,6years,mortgage,Not Verified,house
d42168ca-4c17-46e6-99f4-8014ab1db2f7,9years,mortgage,Not Verified,debt_consolidation
f7e5161a-bb76-4e88-b75f-4cd6b425e958,7years,mortgage,Verified,debt_consolidation
b0d63790-bd6c-41a6-90be-b63e5843e16b,10years,rent,Verified,debt_consolidation
f0221dfc-39e0-4d00-b36c-c4ebe0143ee7,10years,mortgage,Verified,debt_consolidation
54325945-50c6-4757-806d-d96db11a4678,10years,mortgage,Verified,house
8ae188ac-794f-4ba9-b164-519739ad7bd2,2years,rent,Not Verified,credit_card
e049e85e-bc19-4c9c-bc5e-98e66197db0e,9years,mortgage,Verified,debt_consolidation
50884026-684b-437a-b228-d2308bca1aa6,7years,own,Not Verified,debt_consolidation
ba3011dd-dcee-4bd9-a309-96acd941b9fa,4years,mortgage,Verified,debt_consolidation
e6c554b6-b4e4-4ebc-9d90-bb63f0771fa3,10years,mortgage,Verified,house
49f6b6e7-71c7-4aba-a934-cc18944aefe9,10years,mortgage,Verified,debt_consolidation
238bbe40-6a0f-4825-9b2f-9cafb4d4f625,2years,mortgage,Verified,credit_card
35ee86cf-84fe-4273-b25c-7ee99b3ef2ad,10years,rent,Not Verified,debt_consolidation
1feb162c-c9d0-459f-81f3-175cd6404acc,2years,rent,Verified,credit_card
c4f0739a-7025-4d85-82f4-bc86a598b7fe,1year,rent,Verified,debt_consolidation
50e4ea24-2f5d-4476-ba88-1a0642955f88,5years,rent,Verified,debt_consolidation
4d3288e7-7a52-42bb-aee4-59d98926c656,1year,rent,Not Verified,credit_card
1b854101-9b3c-444c-b58c-2a80b9141322,10years,mortgage,Not Verified,debt_consolidation
44ae548f-57b5-425c-8e90-674cfbc39f4f,1year,own,Verified,vacation
b51bb855-7d0f-475f-b817-d6d2c9ac5430,10years,mortgage,Not Verified,debt_consolidation
108b98c3-3adb-43c4-ad47-7488421522be,7years,rent,Verified,debt_consolidation
0de824ec-fbb6-4564-aaff-63c1b7ebbf4c,2years,mortgage,Verified,debt_consolidation
5885c8ad-a473-4118-9d79-c052afe3eed7,<1year,mortgage,Not Verified,credit_card
5915f8fd-bac3-4902-994e-abb76c5d84a8,10years,mortgage,Verified,credit_card
2ece39dc-227b-4e59-a768-093ee0a83764,10years,mortgage,Verified,house
cd58d5e7-476f-40c2-b2ed-279d4a4c196d,10years,own,Verified,debt_consolidation
889633ae-e70e-4267-b918-3077ea179f01,1year,rent,Verified,debt_consolidation
43bad60c-ab6a-41bd-87f8-a89d8d2b8142,0year,rent,Verified,debt_consolidation
1cf7daa3-9bbb-44d9-a8c6-f08750b7d145,7years,mortgage,Verified,credit_card
6a0ea7a4-f492-4870-9f26-532a17a8ab97,0year,own,Verified,major_purchase
1281a076-ea01-4bb2-ab08-87770281f8c5,0year,own,Verified,debt_consolidation
0edfb541-2971-4b24-998a-580727db9793,10years,rent,Not Verified,credit_card
40ed51f6-bdb8-4064-825a-68c72d2adc63,10years,mortgage,Not Verified,debt_consolidation
94d5b0e1-cd54-4afe-9660-f937b624d423,7years,mortgage,Verified,debt_consolidation
cbcd41c3-b5bb-46ce-94d6-74ee86799577,2years,rent,Not Verified,credit_card
e2399691-3068-491d-93f0-04260c58fdb8,<1year,rent,Verified,debt_consolidation
3c0645df-11da-4124-b0bc-0ebdcf8c52ba,2years,rent,Not Verified,house
fbf0b173-47e1-4afa-9883-4bab8602ec43,5years,rent,Verified,debt_consolidation
15674140-d061-47b5-9d1b-095c6b6f67d6,4years,rent,Not Verified,debt_consolidation
610cf957-118d-4474-91d1-14c8be211907,<1year,rent,Verified,credit_card
ecb45197-5c05-4b9e-80c7-f807278f890e,10years,mortgage,Verified,debt_consolidation
18ee1830-af7f-42c1-bb8c-0f7b513f9049,10years,rent,Verified,credit_card
96cca5d0-af38-4ac6-a720-4c803237053c,2years,rent,Verified,debt_consolidation
2f15bbdf-39ce-47f1-a0ac-2119a0d59634,10years,rent,Verified,debt_consolidation
32285490-c902-40ac-857a-30cbdd2b007d,10years,own,Verified,debt_consolidation
e2e16a6d-68b8-46dd-a8b0-b81eab755d87,0year,mortgage,Verified,house
1e9a59d3-1c45-429b-b927-5b80ee578a31,8years,rent,Not Verified,debt_consolidation
3098652d-faf3-4bed-abef-178eb47e33f4,4years,mortgage,Not Verified,credit_card
597e63b6-99c8-4bf9-9074-1055982603f1,10years,mortgage,Verified,credit_card
7eb13526-8004-4beb-bdf6-179641e8babe,2years,mortgage,Verified,debt_consolidation
a08eb027-31fa-4bc7-a320-db0990a97f2f,7years,rent,Verified,credit_card
dfbe632f-cf22-4a5a-bf11-e4ef05216a57,10years,mortgage,Not Verified,debt_consolidation
ea1f4df3-d313-44d0-a8f9-89c1bac327a5,6years,mortgage,Not Verified,credit_card
144c4028-2e66-40b5-a4a6-4745b804f452,10years,mortgage,Not Verified,debt_consolidation
eb2b80d7-1b8a-46ac-8fec-157306002836,10years,mortgage,Not Verified,debt_consolidation
0f93bd9d-e16e-4787-9fa3-6003887950d4,10years,rent,Verified,debt_consolidation
74492ef6-ba63-4561-bbce-f5fcbbbe1219,5years,mortgage,Verified,debt_consolidation
1d4552f9-6ea2-4e8b-a0b2-8fb027dda783,<1year,own,Verified,other
0c79a618-aa22-4161-b92d-fdca907a4ae5,10years,own,Verified,car
0aba0753-cf8e-46be-abf3-6e26843a880e,2years,mortgage,Verified,debt_consolidation
27aedcd8-64d3-4bfd-8f3f-6933631a9c5d,10years,rent,Verified,debt_consolidation
5b1e9fef-d846-4c03-89e8-b86f98edb9af,10years,own,Verified,debt_consolidation
ea06555c-2c71-484b-ba22-6d0c9682759a,10years,mortgage,Not Verified,debt_consolidation
c8ee392e-5236-4b7c-ada1-b6aa2675a3b8,10years,own,Not Verified,house
e256bcfe-0f94-4ed3-90e3-9a863bb0a0b2,10years,mortgage,Verified,house
4acdcb0d-df5b-4e54-808c-d1498e281223,10years,rent,Verified,debt_consolidation
a1752283-1275-4614-b339-d438dfcf7c8f,10years,mortgage,Verified,debt_consolidation
2046f78f-e4ea-4a3b-8596-c97dcb89e834,0year,mortgage,Not Verified,debt_consolidation
617cd9d7-e22f-4745-bda7-98a96a6f10f6,10years,rent,Verified,debt_consolidation
280bf906-e0d3-49d5-9195-176b2d02e149,2years,rent,Not Verified,credit_card
24c8963f-2ea8-4d5d-ad4b-ab1c3e22880a,2years,rent,Verified,debt_consolidation
dc25c74b-421b-403d-ba5e-1b65b85fa614,10years,mortgage,Verified,debt_consolidation
b15b6bd9-82d4-4806-adc8-a7e5c74d17d6,3years,mortgage,Verified,debt_consolidation
fa1d3062-00fd-4375-b0ac-77043b4522b8,2years,rent,Verified,debt_consolidation
5a80d2c9-69f5-437d-99a7-b13af26e793d,2years,mortgage,Verified,debt_consolidation
b1c9b4a5-6a56-49c0-8f55-2ba02bddf33c,3years,rent,Verified,car
2cd8dbf4-41b4-41d7-85d8-81aef08282b5,10years,rent,Verified,credit_card
ea58bdda-a637-4975-9923-d0b21f11e94a,10years,mortgage,Not Verified,credit_card
77269eab-6a82-472a-9c30-b27fea9a9ce6,10years,mortgage,Verified,house
e8683053-f56f-4b09-952e-5e9153a694d2,6years,rent,Verified,debt_consolidation
cf273c9e-fa63-4450-ab51-082530485b24,7years,rent,Verified,other
47acd73b-82b0-4486-a208-8b1463265e92,9years,mortgage,Not Verified,debt_consolidation
236c3d51-f0fb-4a5e-9dd8-881c62e5eef1,10years,own,Verified,debt_consolidation
1f87673f-baf5-4d06-aedf-047a9b8e8fd3,10years,mortgage,Verified,debt_consolidation
6bd78857-be4d-464a-8a1b-52143d580360,5years,mortgage,Verified,debt_consolidation
c472e271-ae92-4bc1-a9b9-bfc5af95f4b2,10years,mortgage,Verified,house
d7a0b394-606c-4903-9cb2-97b99bb84fa5,<1year,mortgage,Verified,credit_card
004fb56d-2f73-459c-8c6e-6bcc2265dbcb,<1year,mortgage,Not Verified,credit_card
64a298b8-9419-47ef-933e-88dbbba6a4b0,1year,mortgage,Verified,house
17416357-4b04-4502-b336-d4c53d1c5c63,3years,mortgage,Verified,car
c12cf811-13ae-456d-a8b9-82e86318e5c6,1year,rent,Not Verified,other
1e88d520-e45c-4f9e-b1d8-c01d5fa45b05,10years,mortgage,Verified,debt_consolidation
8a0a913b-e4fb-45ef-921a-4e19aa9e3736,2years,rent,Not Verified,credit_card
759d093c-06a5-421d-bcdc-dcdb6b3b32bd,0year,rent,Verified,debt_consolidation
1385c8fb-0088-4453-81b8-fd1c927b0f01,<1year,own,Not Verified,debt_consolidation
998c817d-7647-4991-93da-4aad7d6dbf00,4years,rent,Verified,debt_consolidation
b910753e-9a07-48c0-be9e-4ddac25c0b62,1year,mortgage,Verified,debt_consolidation
9628b62f-603a-4018-9637-d7aef11d24df,6years,mortgage,Verified,credit_card
1fdbfd47-ff4c-4c8b-9d9a-d0736c4e387c,4years,mortgage,Verified,small_business
738f6378-45ba-46f5-9224-3af1bfb5aa90,1year,mortgage,Not Verified,debt_consolidation
c8048e27-6b36-41d3-be40-861dc732de0b,5years,own,Verified,house
3c281b20-51d0-4a0a-a3b2-291ba55e5359,10years,mortgage,Verified,debt_consolidation
6823d8b0-fb44-4422-a672-48fbe766bdcd,6years,mortgage,Not Verified,debt_consolidation
d9b08a56-feb7-40a0-9512-3028a912c93a,0year,own,Not Verified,other
7b6eaa92-0fea-40e0-8b5b-9ae381a28791,0year,rent,Verified,debt_consolidation
c37bf5f9-5ab0-4ad7-bc6b-c562c43f9fd3,0year,mortgage,Verified,house
66aa0d89-2208-40a9-9d57-dbd7557e56c9,10years,rent,Not Verified,credit_card
28b8fb11-0860-4740-b578-dfcc8f3a26d7,10years,mortgage,Verified,debt_consolidation
75f8c07a-d605-44f5-921f-83f4252d0c50,10years,mortgage,Verified,credit_card
86c936bd-0cec-414b-a043-6a126b843fc2,10years,mortgage,Verified,credit_card
6c09868f-cdb8-4963-95a3-55bd6386598e,10years,rent,Verified,debt_consolidation
90744ad7-ab3b-4175-a391-b5c6e1642b81,<1year,rent,Verified,debt_consolidation
e6313e52-b497-4abe-b630-452d3768f929,10years,mortgage,Verified,debt_consolidation
83e7c979-bf31-4ddf-844c-f6c53205e5ed,3years,rent,Verified,credit_card
0b4444ed-f73b-4411-a22f-518181c32908,1year,own,Verified,credit_card
1132ac08-8050-4110-a1c7-428295a980f6,2years,rent,Verified,debt_consolidation
d8d5bcde-09c3-4b6e-872d-29a9c516b158,0year,mortgage,Verified,debt_consolidation
2524efdc-de42-49fc-b73c-bd09478d15d2,4years,mortgage,Verified,house
d8eeb984-5ddb-4d14-a255-ec2de0e236e5,8years,mortgage,Verified,debt_consolidation
f2f557be-ff8e-4ff6-9980-a6c3b5d01301,<1year,own,Not Verified,debt_consolidation
707b56d5-c9f7-4e63-a012-25b960ca3377,10years,mortgage,Not Verified,house
d8c7fb4e-a6e7-424a-b2c9-22a734dabd5c,10years,rent,Verified,debt_consolidation
92cd42ab-655d-4030-8635-ce3fdb9691ed,2years,mortgage,Verified,house
27cc009e-958c-48a3-8576-f1f63c49afe5,4years,rent,Verified,credit_card
b1c61739-32f9-4597-bedb-9aca44060b10,6years,mortgage,Verified,debt_consolidation
6aedf92c-8295-47e5-ab76-05cca700d048,2years,mortgage,Verified,credit_card
b622b40d-e532-4b06-8c17-2a92e62a6714,10years,mortgage,Verified,debt_consolidation
ba85788e-1c20-47fb-ac1e-8211a2fc2770,8years,mortgage,Verified,debt_consolidation
978016e3-fd62-4996-b237-af32f15e220f,1year,rent,Verified,debt_consolidation
d3914322-2aaa-4ced-973f-fe7ed82e7f37,<1year,mortgage,Verified,debt_consolidation
01e93796-7100-46b6-a3c9-aba8d03a43c6,1year,rent,Verified,other
ffae626f-f51e-4f30-939c-d5add49463da,2years,mortgage,Verified,debt_consolidation
b522d403-4c55-42d4-a440-d93323b5f2ff,8years,mortgage,Verified,debt_consolidation
40db8b32-5a24-4202-93dd-2f9330f60624,10years,mortgage,Verified,debt_consolidation
568b6d6e-8e52-4998-8759-4150fe4761e3,6years,mortgage,Verified,debt_consolidation
f0111d57-646d-45c6-b8cc-a235ae22ff94,9years,mortgage,Not Verified,debt_consolidation
9bb4be5c-118a-4ecf-99dd-d2c5df77b2b3,0year,rent,Verified,credit_card
e1018ea4-09f8-43ae-a73f-7f8816aa3c6e,10years,own,Verified,debt_consolidation
e6936018-7def-4a0b-ab20-be6abec2e9d4,10years,mortgage,Verified,credit_card
8893c78d-a589-4c87-b442-0e61af1264d5,10years,mortgage,Verified,house
9b07958b-33c2-4a20-9e99-f2223b16525c,3years,rent,Verified,debt_consolidation
6930617e-e804-4d87-9c36-d94e2e98f91e,8years,mortgage,Verified,debt_consolidation
eb74741e-64fa-4627-a1ac-8c83a3e34bb2,<1year,own,Verified,debt_consolidation
596c2fc6-28ae-4635-aeb8-209550f2d48b,5years,rent,Not Verified,debt_consolidation
861b4386-16d0-4cac-8a05-62fcfeefd53c,10years,own,Not Verified,debt_consolidation
13bf4028-f4ea-463d-90cd-5a3db65eafc3,8years,mortgage,Not Verified,debt_consolidation
abf61b06-046b-4b6b-9ee6-ced813395448,3years,mortgage,Verified,credit_card
fefac671-9ab7-47a5-970b-1356201c3bdd,5years,mortgage,Not Verified,wedding
64c30087-1233-4a32-85b5-a065aa2b3de2,8years,mortgage,Verified,debt_consolidation
843a905f-cbd2-4735-9871-c58a651a76a1,<1year,own,Verified,debt_consolidation
81276735-f9f3-472c-9fad-2bc4684d409f,2years,mortgage,Verified,credit_card
3e12e717-e61a-47a3-b3f6-7dd38ec962b3,<1year,own,Verified,debt_consolidation
9150bb9c-f614-4cc6-9794-468548f3df69,10years,mortgage,Verified,debt_consolidation
9daeb717-0ed7-4224-8f7b-6ec41bf1455f,<1year,mortgage,Verified,credit_card
4f9fe368-ac40-49f4-90af-7f12f62483b0,3years,rent,Not Verified,debt_consolidation
543d9a2c-1441-4d3e-9aec-6d217e89f11f,10years,mortgage,Verified,credit_card
fe9553ea-727f-43e3-935d-e58d98199c2f,4years,rent,Verified,major_purchase
d46402e3-42d5-4163-b0f6-ee84d18570be,10years,mortgage,Not Verified,credit_card
7b39b2a8-fcd5-49f5-a617-6386336e1ef6,9years,mortgage,Verified,debt_consolidation
8cb58fd5-f700-4017-8b9b-4a50c16768b2,3years,mortgage,Verified,debt_consolidation
86e03f89-900a-4218-a445-201af5fc844f,10years,mortgage,Verified,debt_consolidation
6320f595-3222-45c3-8b94-8d05e5947648,10years,rent,Verified,debt_consolidation
db3da8a8-3ff3-40ac-b725-c5157549483c,5years,rent,Not Verified,vacation
5726e2b7-4adc-4b40-bce6-49ffea1e4ecb,7years,own,Verified,debt_consolidation
b57e8840-211b-49ee-a300-503ab111aad8,8years,mortgage,Not Verified,credit_card
f9bb7f19-09d0-4de4-999e-24a41a3e01b6,10years,rent,Verified,debt_consolidation
7d27fa47-bf2e-4a42-a5fe-23dd2d3ee268,6years,rent,Verified,debt_consolidation
2151f054-31db-4fee-9cf9-94e4ff6e347b,10years,mortgage,Verified,debt_consolidation
78277012-711d-4337-94fd-ea249283180a,1year,rent,Verified,debt_consolidation
a89d0faa-1253-4068-8599-412fc9bedcbb,<1year,mortgage,Verified,debt_consolidation
4e1bf11c-3e7b-4146-bf86-8b2c4a46603e,<1year,rent,Verified,debt_consolidation
d55a2dca-c3fb-4a2b-8978-11a4817b25ee,10years,mortgage,Verified,other
d5a5d6f0-593a-419d-9c26-503448f93911,10years,rent,Verified,debt_consolidation
82f3eb12-0128-4543-b5f8-dcd5621b80ba,<1year,rent,Verified,credit_card
9bfb59dc-d60c-46f1-960f-f091815152ef,10years,mortgage,Verified,debt_consolidation
1ef0cedf-43a5-49b2-a1ae-a8fcb4c0b054,0year,rent,Not Verified,credit_card
f15a19b1-8670-41cb-888d-d658964538ad,<1year,rent,Verified,debt_consolidation
423bb5c3-bbf6-430e-be28-593f4e6c24bf,7years,mortgage,Not Verified,credit_card
86ede75d-d234-4c32-9e20-10043a6fb42a,5years,rent,Verified,debt_consolidation
13e48971-4cfb-4ba6-a6f0-489dd4540a17,7years,mortgage,Verified,debt_consolidation
aae8f71f-36e0-44df-acbb-93c592936d75,10years,rent,Verified,debt_consolidation
d0e7d870-cc28-4150-b785-4875281760b8,7years,rent,Verified,debt_consolidation
7d9deb09-7be6-4dca-aef8-6399b7551e32,8years,mortgage,Verified,other
66bbb9b1-8974-4212-b956-97b55b083d90,0year,mortgage,Verified,debt_consolidation
248cf7a4-90b3-400c-9d33-06b2411e1e0d,4years,own,Not Verified,credit_card
ec2aab7b-d21e-4af3-a046-74b4345cbc95,2years,mortgage,Verified,credit_card
86bcaaf8-08af-48f5-9637-78ee5ab82f81,8years,rent,Verified,debt_consolidation
0f60c154-234d-43c0-a590-cb6c1e86b7f3,<1year,rent,Verified,credit_card
f3328a55-8561-4d95-a9a0-6917f9843fb0,6years,mortgage,Verified,house
034e6d62-65a7-4731-bfbc-c47b49a2ab96,10years,rent,Verified,debt_consolidation
37cb4209-8abd-46b4-bd43-1653a0dc2c8a,0year,own,Verified,debt_consolidation
761e5952-97d0-4bf7-b8e8-5f9ef834ec90,7years,mortgage,Verified,debt_consolidation
318a5d0a-fc03-4f90-9f1a-b27264872274,10years,rent,Not Verified,other
6ae6cb60-5dd9-4932-9b5d-9e55833d6bea,7years,rent,Verified,debt_consolidation
f3300f78-e101-4cc1-8931-6044e04591ef,7years,rent,Verified,debt_consolidation
fbfc611d-3a34-4e42-bb68-3139fb0f0f3a,8years,own,Not Verified,debt_consolidation
f3415420-39f8-4040-905c-782255f6d167,9years,mortgage,Verified,debt_consolidation
7e2fec6f-3aca-44d1-a125-06ea2d092479,1year,rent,Verified,major_purchase
41e6408d-3778-4315-a42f-5e92498a4aef,3years,mortgage,Not Verified,vacation
93216480-7e2c-47be-a93a-55b7c1c55458,8years,mortgage,Not Verified,debt_consolidation
426ac4d9-9cf3-4523-b3c3-c29e9f6452ce,10years,mortgage,Not Verified,debt_consolidation
a289b6c0-9b2a-4586-9dd6-c6c038404080,10years,rent,Verified,debt_consolidation
be6df336-db36-43c2-bac5-7825d63bbb4e,<1year,rent,Verified,debt_consolidation
b736eac6-ebd6-411a-8007-dbacfd7a10d3,10years,mortgage,Verified,medical
e6fd4a03-1d54-47b9-a6e9-ed5587fe1e1f,10years,mortgage,Verified,vacation
b81e5a49-e902-4f13-92fc-7bc7a2f1938a,<1year,rent,Not Verified,debt_consolidation
e037ed49-d313-476a-a325-4ff2b6c639d6,2years,mortgage,Not Verified,house
1ad74f8b-6229-466c-913a-fdd8e8bf4aa8,<1year,rent,Verified,debt_consolidation
e3bdc7c1-0e25-4a04-aabc-90a46a18cb63,0year,rent,Verified,other
56cd4267-5cf0-4e16-acc3-5f59ee51bb15,9years,mortgage,Verified,credit_card
70be8df4-4dd9-4db5-867b-3b694da372e0,10years,mortgage,Verified,debt_consolidation
9b73f292-9dd5-4357-9589-788b576854b4,10years,own,Verified,credit_card
53d0e091-bc18-4d34-96d1-9a2cfaf4abd6,10years,mortgage,Verified,debt_consolidation
8e9b7820-b8cd-4d32-8006-279157e989e9,10years,mortgage,Not Verified,debt_consolidation
39b7e604-f407-45bd-a587-e0a83614189e,4years,rent,Verified,credit_card
1e389571-42d8-40e3-9f25-5573ff2db599,8years,mortgage,Verified,debt_consolidation
8a0d2b58-2ff3-45b5-8508-29fab847fa70,9years,rent,Not Verified,debt_consolidation
1d58abcc-11a0-4d59-bd2b-be1b79870428,9years,mortgage,Verified,credit_card
bba56d3d-fb62-4438-8961-86ffbe7de493,10years,mortgage,Verified,debt_consolidation
3545afff-0543-48f1-833e-7f4f3145fa4c,<1year,mortgage,Verified,house
01cc3149-15ce-4633-a6cb-e64ce6818dda,7years,rent,Verified,debt_consolidation
aa2f0956-7f5d-4cba-81c7-5ee744b10dd8,9years,own,Verified,house
c97afff4-6a4e-4dba-9a09-edf8df41ad2c,1year,mortgage,Verified,debt_consolidation
856c448b-4689-4a90-9909-03c82ead7f87,2years,mortgage,Not Verified,debt_consolidation
1848cc0d-60a5-4cde-ac6c-e4ca6fdfa4ef,<1year,rent,Verified,debt_consolidation
8dddd7bf-2ef0-47a2-a983-53f601de5617,10years,mortgage,Verified,credit_card
1bd9efb1-632f-461f-8cc7-656303f97203,10years,mortgage,Verified,debt_consolidation
a7693a07-c6c9-4e5c-a063-889311317645,10years,rent,Verified,debt_consolidation
ad7c5f02-8ab2-4e1f-8b2b-bd14988ef4c5,6years,rent,Verified,debt_consolidation
a3f76670-a7db-45e8-a07c-2cc4ad2fcd27,1year,own,Verified,credit_card
1a283ab3-fa76-4419-89c1-7281d0073c0f,2years,mortgage,Not Verified,house
702bb972-1e76-4ab6-965c-c012a6a94f0d,0year,own,Verified,house
a2823c2b-97a8-4675-b637-95ad2b30bbf2,10years,rent,Verified,debt_consolidation
478e19e4-128d-40e4-b3d8-c7191db48cda,10years,rent,Verified,debt_consolidation
7111dccc-81c1-4100-9acf-b5a432756dcf,10years,rent,Not Verified,debt_consolidation
ed2318b1-856e-4514-acbe-c540755f74e0,10years,mortgage,Not Verified,debt_consolidation
